CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
01704503000100,,SCHERNIKAU EMPREENDIMENTOS E PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA RUDOF BUDUGA,110,VELHA,BLUMENAU,SC,89045120,Médio/Grande Porte,12/03/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3251725,"HERLA TEREZINHA SCHWARZ SCHERNIKAU (SÓCIO/ADMINISTRADOR),ROMULO LUIZ SCHERNIKAU (SÓCIO/ADMINISTRADOR),RUBENS OTTO SCHERNIKAU (SÓCIO/ADMINISTRADOR),RUBENS OTTO SCHERNIKAU JUNIOR (SÓCIO/ADMINISTRADOR)"
02087928000180,,EPM CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALMIRANTE BARROSO,1276,VILA NOVA,BLUMENAU,SC,89035400,Micro Empresa,19/08/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3236758,"ANELISE URNAU MACHADO (SÓCIO/ADMINISTRADOR),EDNALDO PATRICIO MACHADO (Sócio-Administrador)"
01919033000100,,VERTICE ASSESSORIA E TREINAMENTO EMPRESARIAL S/C LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA REPUBLICA ARGENTINA,704,PONTA  AGUDA,BLUMENAU,SC,89050100,Micro Empresa,15/05/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,047 3229616,"CARLOS LANGE (SÓCIO/ADMINISTRADOR),CLAUDIA VILELA DE SOUZA LANGE (SÓCIO/ADMINISTRADOR)"
04565663000104,IGP,IGP INSTITUTO DE GESTAO E PESQUISAS,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MARGARIDA FISCHER,290,GUARANI,BRUSQUE,SC,88350655,Médio/Grande Porte,26/07/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,014 3514476,MILITINO ANGIOLETTI (Presidente)
03009109000188,,BRASTRADING LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",ENG. MAX SOUZA,1293,COQUEIROS,FLORIANOPOLIS,SC,88080000,Médio/Grande Porte,01/03/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,004802236221,ROSANA MARIA THIESEN DOMINGUES (SÓCIO/ADMINISTRADOR)
07418121000105,,EDITAL CONSULT CONSULTORIA E ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NOSSA SENHORA APARECIDA,1045,JARDIM ELDORADO,PALHOCA,SC,88130005,Micro Empresa,31/05/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,ROLF DITTER FORSCHNER (Sócio-Administrador)
07368224000108,GOMES MARQUES CONSULTORIA E SERVIOS,GOMES MARQUES CONSULTORIA E SERVICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA PRESIDENTE KENNEDY,1333,CAMPINAS,SAO JOSE,SC,88102401,Micro Empresa,03/05/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,LUCIANA ROTOLO GOMES (SÓCIO/ADMINISTRADOR)
07285625000196,,V.R.CANDIDO CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",TRAVESSA ENGENHEIRO BOA NOVA,25,CENTRO,CRICIUMA,SC,88801260,Micro Empresa,22/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"JULIANA FORTUNATO FRANCISCO (SÓCIO/ADMINISTRADOR),VANIO ROLIVAL CANDIDO (Sócio-Administrador)"
07269885000178,ARTE DE VIVER,PVV CONSULTORIA E TREINAMENTO EM MOTIVACAO E DESENVOLVIMENTO PESSOAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 2300,297,CENTRO,BALNEARIO CAMBORIU,SC,88330003,Micro Empresa,07/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"GRAZIELA FEDATTO (SÓCIO/ADMINISTRADOR),VICTOR DOS SANTOS VAZ JUNIOR (Sócio-Administrador)"
07264691000180,CORRETTEZZA - SERVICOS LOGISTICOS,CORRETTEZZA - SERVICOS LOGISTICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 700,S/N,PRAIA DO SONHO,PALHOCA,SC,88130005,Pequeno Porte,03/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,SILVIO MUND CARREIRAO (SÓCIO/ADMINISTRADOR)
07242228000137,,BALDO DIELEN ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",TRAVESSA ITACOLOMI,57,ROCIO GRANDE,SAO FRANCISCO DO SUL,SC,89240000,Médio/Grande Porte,01/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"BALDO ALOYSIUS MARIA DIELEN (Sócio-Administrador),ELIANE FERNANDES MACEDO DIELEN (Sócio-Administrador)"
07234217000105,DI' ALEANDRO PARTICIPACOES,DI' ALEANDRO PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA ATLANTICA,3230,CENTRO,BALNEARIO CAMBORIU,SC,88330003,Médio/Grande Porte,14/12/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ADMINISTRADORA DE BENS APD LTDA (SÓCIO/ADMINISTRADOR),ANTONIO MARCOS DALFOVO MOSER (SÓCIO/ADMINISTRADOR),DALFOVO AGROINDUSTRIAL LTDA (SÓCIO/ADMINISTRADOR),LEANDRO ENRIQUE DALFOVO MOSER (SÓCIO/ADMINISTRADOR),LEANDRO ERNESTO DALFOVO (Sócio-Administrador)"
07111565000195,VHB GESTAO,VITOR HUGO BAZEGGIO & CIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALFREDO CACHOEIRA,735,SORGATTO,CACADOR,SC,89500001,Micro Empresa,19/11/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"GIOVANA CASTANHEIRA BAZEGGIO (SÓCIO/ADMINISTRADOR),VITOR HUGO BAZEGGIO (Sócio-Administrador)"
07129028000172,PROACTIVE,PROACTIVE CONSULTORIA EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA TROMPOWSKI,300,CENTRO,FLORIANOPOLIS,SC,88015300,Micro Empresa,13/12/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"GRACE LEMOS SERRATINE (Sócio-Administrador),LEILANE SERRATINE GRUBBA (SÓCIO/ADMINISTRADOR)"
07047329000157,CASH FOMENTO,CASH FOMENTO MERCANTIL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NEREU RAMOS,69,CENTRO,FLORIANOPOLIS,SC,88015010,Médio/Grande Porte,05/10/2004,"300.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ALEXANDRE CARLOS BUFFON (Sócio-Administrador),FLORIPA PARTICIPACOES LTDA (SÓCIO/ADMINISTRADOR),ROBERTO HENRIQUE BENEDETTI (SÓCIO/ADMINISTRADOR)"
07077173000157,,GRAN CONSULTORIA & ENGENHARIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",MACHADO DE ASSIS,375,AMERICA,JOINVILLE,SC,89204390,Micro Empresa,04/11/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"DARCI SCOTTINI (SÓCIO/ADMINISTRADOR),MARCOS TOSCHI GRANADO (Sócio-Administrador)"
07076502000145,,"PRATICA - CONSULTORIA, ASSESSORIA E TREINAMENTO EMPRESARIAL LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA GETULIO DORNELES VARGAS,1554-N,CENTRO,CHAPECO,SC,89805000,Micro Empresa,03/11/2004,"15.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"AIRTON LUIZ RIGOTTO (Sócio-Administrador),OENDER PAGLIARI (SÓCIO/ADMINISTRADOR)"
06925576000146,,IMPERIO ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DEZ,30,CENTRO,BALNEARIO CAMBORIU,SC,88330003,Micro Empresa,12/08/2004,"30.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"FERNANDO BARCELOS (Sócio-Administrador),JOAO CAMILO GARCIA (SÓCIO/ADMINISTRADOR)"
06281256000109,,LUMIS CONSULTORIA E ASSESSORIA EMPRESARIAL S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DINARTE DOMINGUES,S/N,CAMPINAS,SAO JOSE,SC,88101070,Médio/Grande Porte,27/05/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,SUSAN CARLA SCHMITT (Sócio-Administrador)
06227303000128,,FATOR ASSESSORIA EM GESTAO EMPRESARIAL LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA REINOLDO RAU,60,CENTRO,JARAGUA DO SUL,SC,89251600,Micro Empresa,03/05/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ADELIR FRANCISCO CAMELLO (Sócio-Administrador),RAUL ANDRIGO ULRICH (Sócio-Administrador)"
06207106000147,,GDB ASSESSORIA E CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GEORG BACHMANN,106,VELHA,BLUMENAU,SC,89040310,Micro Empresa,07/04/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"DENIZE DA SILVA HERMES (SÓCIO/ADMINISTRADOR),GILBERTO HERMES (Sócio-Administrador)"
06004909000102,,CATCOR - CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MORAES,111,CAMPECHE,FLORIANOPOLIS,SC,88063274,Médio/Grande Porte,18/11/2003,"4.500,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"HENRIQUE CORDOBA PINTO (Sócio-Administrador),NELIO CATHARINA PINTO (Sócio-Administrador)"
05968195000181,,PRAXIS CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CAPITAO ANAXAGORAS AIRES NETO,125,ESTREITO,FLORIANOPOLIS,SC,88070020,Micro Empresa,03/10/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"JULIANO PUCCINI VIEIRA (SÓCIO/ADMINISTRADOR),LUIZ PUCCINI VIEIRA (Sócio-Administrador),THIAGO PUCCINI VIEIRA (SÓCIO/ADMINISTRADOR)"
06019288000122,SID,SID - SOLUCOES EMPRESARIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA NEREU RAMOS,75-D,CENTRO,CHAPECO,SC,89801023,Micro Empresa,28/11/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ALMERI DEDONATTO (SÓCIO/ADMINISTRADOR),SILVANA IESBIK DEDONATTO (Sócio-Administrador)"
05914099000150,EBA BRASIL,EBA BRASIL - EMPRESA BRASILEIRA DE CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",PRACA SETE DE SETEMBRO,50,CENTRO,PALHOCA,SC,88130200,Micro Empresa,10/09/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"CARLOS ALBERTO NOGUEIRA DE SA (Sócio-Administrador),MARIA SOCORRO GOMES DE SOUSA NOGUEIRA DE SA (SÓCIO/ADMINISTRADOR)"
05923998000110,,JC CONSULTORIA EM COMERCIO EXTERIOR LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ORESTES GUIMARAES,700,AMERICA,JOINVILLE,SC,89204060,Médio/Grande Porte,06/10/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"JACO CARARO NETO (Sócio-Administrador),MARIA TELMA HACK CARARO (SÓCIO/ADMINISTRADOR)"
05852390000141,,TECNICA SUL CONSULTORIA INDUSTRIAL E EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA INCONFIDENTES,126,BOM RETIRO,JOINVILLE,SC,89222320,Micro Empresa,18/07/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,
05766749000168,CARVALHO ASSOCIADOS,CARVEN REPRESENTACOES COMERCIAIS E ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LOURENCO KANZLER,616,VILA LENZI,JARAGUA DO SUL,SC,89252240,Micro Empresa,10/07/2003,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"UBIRATAN DE CARVALHO (SÓCIO/ADMINISTRADOR),VENILTON DE CARVALHO (Sócio-Administrador)"
05823811000106,,IDEAL COMISSARIA DE DESPACHOS ADUANEIROS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA BR 373 KM 01,SN,RODOVIA,DIONISIO CERQUEIRA,SC,89950000,Micro Empresa,18/08/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ANA PAULA SALGUEIRO FERNANDES (Sócio-Administrador),PAULO MIGUEL DA SILVA GONCALVES (SÓCIO/ADMINISTRADOR)"
05816237000169,,JFS CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HUGO RAIMANN,123,ANITA GARIBALDI,JOINVILLE,SC,89202110,Médio/Grande Porte,07/08/2003,"6.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"FABIO BOSCHI (Sócio-Administrador),FABIO JULIANO ROSA (Sócio-Administrador)"
05790952000170,,ANNA CAROLINA BARONI SCHINDLER,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CORONEL FEDDERSEN,360,ITOUPAVA SECA,BLUMENAU,SC,89030415,Micro Empresa,26/06/2003,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,
05772598000150,,CAZ CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALVISE CALDART,77,MATRIZ,VIDEIRA,SC,89560276,Micro Empresa,09/07/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,
05697144000162,,ABACO CONSULTORES ASSOCIADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALVES DE BRITO,141,CENTRO,FLORIANOPOLIS,SC,88015380,Médio/Grande Porte,26/05/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"CARLOS ALBERTO DA SILVA BERTOLAZZI (Sócio-Administrador),CLAUDIO MANOEL ALVES DOS SANTOS (Sócio-Administrador),HELIO DE MORAES CARVALHO (Sócio-Administrador),ROBERT NEIL RESNICK (Sócio-Administrador)"
05694420000139,,IMPERIAL ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ANTONIO SELHORST,163,CENTRO,SAO MARTINHO,SC,88765000,Médio/Grande Porte,11/06/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,
05738882000100,,FRANZNER CONSULTORIA EMPRESARIAL E AMBIENTAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA XV DE NOVEMBRO,330,CENTRO,ITAJAI,SC,88301240,Micro Empresa,24/06/2003,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,ribeiro@nts.com.br,,"ALLAN ELI FRANZNER RAMOS (Sócio Ou Acionista Menor (Assistido/Representado)),ARTHUR URBANO FRANZNER RAMOS (Sócio Ou Acionista Menor (Assistido/Representado))"
05600270000157,,ARTMANN ASSESSORIA E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA XV DE NOVEMBRO,2425,GLORIA,JOINVILLE,SC,89216200,Médio/Grande Porte,10/04/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"JOEL ARTMANN (Sócio-Administrador),TANIA REGINA ARTMANN (SÓCIO/ADMINISTRADOR)"
05560010000103,,GLOBALMAC ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA VEREADOR AUGUSTO BEDUSCHI,127,CENTRO,GASPAR,SC,89110001,Micro Empresa,24/03/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ANDRE LUCIANO SALVADOR MACHADO (Sócio-Administrador),VANIA FERREIRA PINTO (SÓCIO/ADMINISTRADOR)"
05517030000193,,LG - 17 ASSESSORIA E PARTICIPACOES S/S,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA RUBENS DE ARRUDA RAMOS,1454,CENTRO,FLORIANOPOLIS,SC,88015700,Micro Empresa,14/02/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,VINICIUS RENE LUMMERTZ SILVA (SÓCIO/ADMINISTRADOR)
05398947000116,,SS CONSULTORIA FINANCEIRA E PARTICIPACOES LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",DONA FRANCISCA,260,CENTRO,JOINVILLE,SC,89201250,Pequeno Porte,06/11/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,SIEGMAR VIEBRANTZ (Sócio-Administrador)
05383795000188,,"BEIMS, SILVA & CIA LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO PESSOA,1295,VELHA,BLUMENAU,SC,89036000,Micro Empresa,14/11/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"ADEMAR JOSE DA SILVA (Sócio-Administrador),JULIANO BEIMS DA SILVA (Sócio-Administrador),LUCIANA BEIMS DA SILVA (SÓCIO/ADMINISTRADOR)"
05356901000134,B2L CONSULTORIA E NEGOCIOS LTDA,B2L CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA RIO BRANCO,333,CENTRO,FLORIANOPOLIS,SC,88015201,Micro Empresa,09/09/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,ROBERTO NUNES LUNARDELLI (Sócio-Administrador)
05291320000161,,DM INMIDIA - COMUNICACAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOM JAIME CAMARA,77,CENTRO,FLORIANOPOLIS,SC,88015120,Micro Empresa,11/09/2002,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,
05133952000105,GESTAO DE PASSIVOS,CAMBRAIA CONSULTORIA S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA 2400,841,CENTRO,BALNEARIO CAMBORIU,SC,88330003,Micro Empresa,05/07/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contador@conjel.com.br,,"KLEBER CAMBRAIA DE CARVALHO (Sócio-Administrador),KLEBER CAMBRAIA DE CARVALHO JUNIOR (SÓCIO/ADMINISTRADOR)"
05084362000121,,MG & RGN ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MAJOR COSTA,118,CENTRO,FLORIANOPOLIS,SC,88020400,Micro Empresa,03/06/2002,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"MERIELL GOULART (SÓCIO/ADMINISTRADOR),RICARDO GOULART NETO (Sócio-Administrador)"
05068467000197,REACH CONSULTORIA,REACH CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA JUSCELINO KUBISTCHECK,410,CENTRO,JOINVILLE,SC,89201100,Médio/Grande Porte,27/05/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"CATARINA KASTEN (SÓCIO/ADMINISTRADOR),MARCOS MAX KASTEN (Sócio-Administrador)"
05124985000180,QUADRO CONSULTORIA,QUADRO CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LUIZ OSCAR DE CARVALHO,149,TRINDADE,FLORIANOPOLIS,SC,88036400,Micro Empresa,26/06/2002,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"LUCIANE QUADRO (Sócio-Administrador),REGIANE QUADRO (Sócio-Administrador)"
05031924000179,,NEXO CONSULTORES ASSOCIADOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",ESTRADA GERAL DO MASSIAMBU,S/N,MASSIAMBU,PALHOCA,SC,88130040,Micro Empresa,04/04/2002,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,"FABIO MARIN MELO (Sócio-Administrador),MAIRA RIBEIRO MELO (SÓCIO/ADMINISTRADOR)"
04991475000148,,GV GLOBAL VIEW MANAGING ADVISOR LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA WIGANDO MENSLIN,60,BAEPENDI,JARAGUA DO SUL,SC,89256455,Micro Empresa,02/04/2002,"1.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,,LUIS REINALDO FLECK (Sócio-Administrador)
04911116000133,,PHARMACONSULT SOCIEDADE SIMPLES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO CARLOS BARON MAURER,40,CORREGO GRANDE,FLORIANOPOLIS,SC,88037120,Pequeno Porte,18/02/2002,"3.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,,"GUSTAVO CIARALLO CALIXTO (SÓCIO/ADMINISTRADOR),MARIZA MAGALHAES CIARALLO CALIXTO (Sócio-Administrador)"
